Simulation Time,In: Susceptible-0-4yrs,In: Susceptible-5-19yrs,In: Susceptible-20-49yrs,In: Susceptible-50-64yrs,In: Susceptible-65-74yrs,In: Susceptible-75+yrs,In: Vaccinated-0-4yrs,In: Vaccinated-5-19yrs,In: Vaccinated-20-49yrs,In: Vaccinated-50-64yrs,In: Vaccinated-65-74yrs,In: Vaccinated-75+yrs,In: Exposed-0-4yrs-Current,In: Exposed-0-4yrs-Novel,In: Exposed-5-19yrs-Current,In: Exposed-5-19yrs-Novel,In: Exposed-20-49yrs-Current,In: Exposed-20-49yrs-Novel,In: Exposed-50-64yrs-Current,In: Exposed-50-64yrs-Novel,In: Exposed-65-74yrs-Current,In: Exposed-65-74yrs-Novel,In: Exposed-75+yrs-Current,In: Exposed-75+yrs-Novel,In: Infectious-0-4yrs-Current,In: Infectious-0-4yrs-Novel,In: Infectious-5-19yrs-Current,In: Infectious-5-19yrs-Novel,In: Infectious-20-49yrs-Current,In: Infectious-20-49yrs-Novel,In: Infectious-50-64yrs-Current,In: Infectious-50-64yrs-Novel,In: Infectious-65-74yrs-Current,In: Infectious-65-74yrs-Novel,In: Infectious-75+yrs-Current,In: Infectious-75+yrs-Novel,In: Hospitalized-0-4yrs-Current,In: Hospitalized-0-4yrs-Novel,In: Hospitalized-5-19yrs-Current,In: Hospitalized-5-19yrs-Novel,In: Hospitalized-20-49yrs-Current,In: Hospitalized-20-49yrs-Novel,In: Hospitalized-50-64yrs-Current,In: Hospitalized-50-64yrs-Novel,In: Hospitalized-65-74yrs-Current,In: Hospitalized-65-74yrs-Novel,In: Hospitalized-75+yrs-Current,In: Hospitalized-75+yrs-Novel,In: Recovered-0-4yrs-Current,In: Recovered-0-4yrs-Novel,In: Recovered-5-19yrs-Current,In: Recovered-5-19yrs-Novel,In: Recovered-20-49yrs-Current,In: Recovered-20-49yrs-Novel,In: Recovered-50-64yrs-Current,In: Recovered-50-64yrs-Novel,In: Recovered-65-74yrs-Current,In: Recovered-65-74yrs-Novel,In: Recovered-75+yrs-Current,In: Recovered-75+yrs-Novel,Total to: Death-0-4yrs-Current,Total to: Death-0-4yrs-Novel,Total to: Death-5-19yrs-Current,Total to: Death-5-19yrs-Novel,Total to: Death-20-49yrs-Current,Total to: Death-20-49yrs-Novel,Total to: Death-50-64yrs-Current,Total to: Death-50-64yrs-Novel,Total to: Death-65-74yrs-Current,Total to: Death-65-74yrs-Novel,Total to: Death-75+yrs-Current,Total to: Death-75+yrs-Novel,Population size,Population-0-4yrs,Population-5-19yrs,Population-20-49yrs,Population-50-64yrs,Population-65-74yrs,Population-75+yrs,Cumulative incidence,Cumulative incidence-0-4yrs,Cumulative incidence-5-19yrs,Cumulative incidence-20-49yrs,Cumulative incidence-50-64yrs,Cumulative incidence-65-74yrs,Cumulative incidence-75+yrs,Cumulative hospitalizations,Cumulative hospitalizations-0-4yrs,Cumulative hospitalizations-5-19yrs,Cumulative hospitalizations-20-49yrs,Cumulative hospitalizations-50-64yrs,Cumulative hospitalizations-65-74yrs,Cumulative hospitalizations-75+yrs,Cumulative death,Cumulative death-0-4yrs,Cumulative death-5-19yrs,Cumulative death-20-49yrs,Cumulative death-50-64yrs,Cumulative death-65-74yrs,Cumulative death-75+yrs,Cumulative vaccination,Cumulative vaccination-0-4yrs,Cumulative vaccination-5-19yrs,Cumulative vaccination-20-49yrs,Cumulative vaccination-50-64yrs,Cumulative vaccination-65-74yrs,Cumulative vaccination-75+yrs,Cumulative death rate,Cumulative death rate-0-4yrs,Cumulative death rate-5-19yrs,Cumulative death rate-20-49yrs,Cumulative death rate-50-64yrs,Cumulative death rate-65-74yrs,Cumulative death rate-75+yrs,Cumulative vaccination rate,Cumulative vaccination rate-0-4yrs,Cumulative vaccination rate-5-19yrs,Cumulative vaccination rate-20-49yrs,Cumulative vaccination rate-50-64yrs,Cumulative vaccination rate-65-74yrs,Cumulative vaccination rate-75+yrs,Cumulative incidence-0-4yrs (%),Cumulative incidence-5-19yrs (%),Cumulative incidence-20-49yrs (%),Cumulative incidence-50-64yrs (%),Cumulative incidence-65-74yrs (%),Cumulative incidence-75+yrs (%),Cumulative hospitalizations-0-4yrs (%),Cumulative hospitalizations-5-19yrs (%),Cumulative hospitalizations-20-49yrs (%),Cumulative hospitalizations-50-64yrs (%),Cumulative hospitalizations-65-74yrs (%),Cumulative hospitalizations-75+yrs (%),Cumulative death-0-4yrs (%),Cumulative death-5-19yrs (%),Cumulative death-20-49yrs (%),Cumulative death-50-64yrs (%),Cumulative death-65-74yrs (%),Cumulative death-75+yrs (%),Simulation Period,Incidence,Incidence-0-4yrs,Incidence-5-19yrs,Incidence-20-49yrs,Incidence-50-64yrs,Incidence-65-74yrs,Incidence-75+yrs,New hospitalizations,New hospitalizations-0-4yrs,New hospitalizations-5-19yrs,New hospitalizations-20-49yrs,New hospitalizations-50-64yrs,New hospitalizations-65-74yrs,New hospitalizations-75+yrs,New hosp-Current,New hosp-Novel,Incidence rate,Incidence rate-0-4yrs,Incidence rate-5-19yrs,Incidence rate-20-49yrs,Incidence rate-50-64yrs,Incidence rate-65-74yrs,Incidence rate-75+yrs,New hospitalization rate,Hospitalization rate-0-4yrs,Hospitalization rate-5-19yrs,Hospitalization rate-20-49yrs,Hospitalization rate-50-64yrs,Hospitalization rate-65-74yrs,Hospitalization rate-75+yrs,% of new hospitalizations due to Current,% of new hospitalizations due to Novel,Interventions,Observation Time,Obs: Population size,Obs: Cumulative hospitalizations,Obs: Cumulative death,Obs: Cumulative vaccination,Obs: Cumulative death rate,Obs: Cumulative vaccination rate,Observation Period,Obs: Incidence,Obs: New hospitalizations,Obs: New hosp-Current,Obs: New hosp-Novel,Obs: Incidence rate,Obs: New hospitalization rate,Obs: % of new hospitalizations due to Current,Obs: % of new hospitalizations due to Novel,Obs: Interventions
0.0,29863,94528,197774,95957,48093,33785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500001,29863,94528,197774,95957,48093,33786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],,,,,,,,,,,,,,,,,[0]
0.019230769230769232,29863,94527,197772,95951,48093,33782,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,0,3,0,0,0,2,0,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500011,29863,94529,197781,95957,48094,33787,13,0,2,5,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.38461538461538464,0.3076923076923077,0.0,0.15384615384615385,,,,,,,,,,,,,1,13,0,2,5,4,0,2,0,0,0,0,0,0,0,0,0,2.5999948000103998e-05,0.0,2.1157752200406228e-05,2.5281381779202525e-05,4.168533822441302e-05,0.0,5.91961167347422e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,[0],0.0,500011,0,0,0,,,1,13,0,0,0,,,,,[0]
0.038461538461538464,29863,94526,197769,95950,48092,33782,0,0,0,0,0,0,0,0,2,0,4,0,3,0,2,0,2,0,1,0,4,0,5,0,2,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500020,29864,94532,197782,95959,48096,33787,25,1,4,9,6,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.16,0.36,0.24,0.08,0.12,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,2,12,1,2,4,2,2,1,1,0,0,0,1,0,0,1,0,2.3999472011615745e-05,3.348625389277701e-05,2.1157528377534936e-05,2.0224389602641305e-05,2.084266911220651e-05,4.158522892668524e-05,2.9597182348240448e-05,1.9999560009679786e-06,0.0,0.0,0.0,1.0421334556103255e-05,0.0,0.0,1.0,0.0,[1],0.019230769230769232,500020,1,0,0,0.0,0.0,2,12,1,1,0,2.3999472011615745e-05,1.9999560009679786e-06,1.0,0.0,[1]
0.057692307692307696,29855,94508,197747,95944,48085,33780,0,0,0,0,0,0,3,0,11,0,15,0,5,0,6,0,0,0,5,0,5,0,8,0,7,0,4,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,8,0,13,0,4,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,500025,29865,94532,197783,95961,48097,33787,66,7,13,21,12,6,7,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10606060606060606,0.19696969696969696,0.3181818181818182,0.18181818181818182,0.09090909090909091,0.10606060606060606,0.0,0.0,0.0,0.5,0.0,0.5,,,,,,,3,41,6,9,12,6,4,4,1,0,0,0,0,0,1,1,0,8.199672013119475e-05,0.0002009107956067506,9.520585621800025e-05,6.067286204002387e-05,6.252670411321502e-05,8.316699933466401e-05,0.00011838872939296179,1.999920003199872e-06,0.0,0.0,0.0,0.0,0.0,2.9597182348240448e-05,1.0,0.0,[0],0.038461538461538464,500025,2,0,0,0.0,0.0,3,41,1,1,0,8.199672013119475e-05,1.999920003199872e-06,1.0,0.0,[0]
0.07692307692307693,29848,94492,197702,95926,48075,33772,0,0,0,0,0,0,5,0,10,0,34,0,14,0,10,0,6,0,5,0,10,0,17,0,5,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,20,0,31,0,16,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,500027,29865,94532,197784,95961,48098,33787,134,12,30,48,22,13,9,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08955223880597014,0.22388059701492538,0.3582089552238806,0.16417910447761194,0.09701492537313433,0.06716417910447761,0.0,0.0,0.0,0.5,0.0,0.5,,,,,,,4,68,5,17,27,10,7,2,0,0,0,0,0,0,0,0,0,0.000135993200339983,0.00016742005692281934,0.00017983328396733382,0.00013651324936925823,0.00010420900157355592,0.00014553922282055013,5.9194364696480896e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,[0],0.057692307692307696,500027,2,0,0,0.0,0.0,4,68,0,0,0,0.000135993200339983,0.0,,,[0]
0.09615384615384616,29838,94456,197618,95892,48055,33757,0,0,0,0,0,0,8,0,30,0,67,0,18,0,15,0,12,0,6,0,8,0,31,0,13,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,39,0,68,0,38,0,26,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,500030,29865,94533,197785,95961,48099,33787,265,19,47,100,52,29,18,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07169811320754717,0.17735849056603772,0.37735849056603776,0.19622641509433963,0.10943396226415095,0.06792452830188679,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,,,,,,,5,131,7,17,52,30,16,9,1,0,0,1,0,0,0,1,0,0.00026198585276395077,0.00023438807969194709,0.00017983328396733382,0.00026291307689196294,0.00031262700472066776,0.00033265416441432074,0.00026637464113416404,1.999892005831685e-06,0.0,0.0,5.056020709460826e-06,0.0,0.0,0.0,1.0,0.0,[0],0.07692307692307693,500030,3,0,0,0.0,0.0,5,131,1,1,0,0.00026198585276395077,1.999892005831685e-06,1.0,0.0,[0]
0.11538461538461539,29811,94402,197500,95843,48021,33741,0,0,0,0,0,0,23,0,37,0,85,0,26,0,21,0,10,0,11,0,24,0,60,0,22,0,15,0,11,0,0,0,0,0,0,0,2,0,1,0,0,0,21,0,70,0,142,0,69,0,41,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,500034,29866,94533,197787,95962,48099,33787,522,33,96,203,96,58,36,8,1,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06321839080459771,0.1839080459770115,0.3888888888888889,0.1839080459770115,0.1111111111111111,0.06896551724137931,0.125,0.0,0.25,0.375,0.125,0.125,,,,,,,6,257,14,49,103,44,29,18,5,1,0,1,2,1,0,5,0,0.000513969161850289,0.00046877615938389417,0.0005183375117683771,0.0005207675000631999,0.00045851960692364606,0.0006029231376951704,0.0005327492822683281,9.999400035997841e-06,3.348401138456387e-05,0.0,5.05599514624466e-06,2.0841800314711186e-05,2.0790453023971393e-05,0.0,1.0,0.0,[0],0.09615384615384616,500034,8,0,0,0.0,0.0,6,257,5,5,0,0.000513969161850289,9.999400035997841e-06,1.0,0.0,[0]
0.13461538461538464,29764,94294,197286,95740,47965,33701,0,0,0,0,0,0,39,0,85,0,157,0,84,0,31,0,29,0,19,0,45,0,101,0,38,0,34,0,17,0,1,0,1,0,0,0,1,0,0,0,0,0,45,0,109,0,244,0,100,0,69,0,41,0,0,0,0,0,0,0,0,0,1,0,0,0,500041,29868,94534,197788,95963,48099,33788,888,66,161,352,143,108,58,10,2,1,2,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.9998360134468975e-06,0.0,0.0,0.0,0.0,2.0790453023971393e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07432432432432433,0.18130630630630631,0.3963963963963964,0.16103603603603603,0.12162162162162163,0.06531531531531531,0.2,0.1,0.2,0.3,0.1,0.1,0.0,0.0,0.0,0.0,1.0,0.0,7,366,33,65,149,47,50,22,2,1,1,0,0,0,0,2,0,0.0007319502273845378,0.0011049353780218309,0.0006875905768356024,0.0007533356590675828,0.0004897772034763761,0.0010395226511985696,0.0006511380116612899,3.999728018494742e-06,3.348289024308578e-05,1.0578316566701575e-05,0.0,0.0,0.0,0.0,1.0,0.0,[0],0.11538461538461539,500041,10,1,0,1.9998360134468975e-06,0.0,7,366,2,2,0,0.0007319502273845378,3.999728018494742e-06,1.0,0.0,[0]
0.15384615384615385,29703,94076,196878,95510,47868,33630,0,0,0,0,0,0,44,0,162,0,305,0,178,0,72,0,54,0,36,0,91,0,175,0,92,0,40,0,35,0,1,0,2,0,1,0,1,0,1,0,5,0,84,0,205,0,430,0,183,0,119,0,64,0,0,0,0,0,1,0,0,0,1,0,0,0,500045,29868,94536,197789,95964,48100,33788,1611,125,309,623,282,167,105,20,3,2,4,3,2,6,2,0,0,1,0,1,0,0,0,0,0,0,0,0,3.999640032397084e-06,0.0,0.0,5.055892895964892e-06,0.0,2.079002079002079e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07759155803848541,0.19180633147113593,0.3867163252638113,0.1750465549348231,0.10366232153941651,0.06517690875232775,0.15,0.1,0.2,0.15,0.1,0.3,0.0,0.0,0.5,0.0,0.5,0.0,8,723,59,148,271,139,59,47,10,1,1,2,0,1,5,10,0,0.0014458814377221068,0.001975358242935583,0.001565574290731377,0.001370153902157866,0.001448474933047112,0.001226636728414312,0.001391026399905292,1.9998360134468973e-05,3.348064818534887e-05,1.0578204667103899e-05,1.0111836916294213e-05,0.0,2.0790453023971393e-05,0.00014798153190481828,1.0,0.0,[0],0.13461538461538464,500045,20,2,0,3.999640032397084e-06,0.0,8,723,10,10,0,0.0014458814377221068,1.9998360134468973e-05,1.0,0.0,[0]
0.1730769230769231,29575,93688,196036,95081,47676,33486,0,0,0,0,0,0,102,0,285,0,608,0,321,0,132,0,111,0,54,0,162,0,353,0,177,0,86,0,54,0,1,0,0,0,4,0,3,0,4,0,6,0,136,0,405,0,788,0,383,0,203,0,129,0,0,0,0,0,1,0,0,0,1,0,2,0,500049,29868,94540,197789,95965,48101,33786,3024,198,583,1170,573,305,195,36,3,2,7,7,5,12,4,0,0,1,0,1,2,0,0,0,0,0,0,0,7.99921607682447e-06,0.0,0.0,5.055892895964892e-06,0.0,2.0789588574042118e-05,5.91961167347422e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06547619047619048,0.1927910052910053,0.3869047619047619,0.18948412698412698,0.10085978835978836,0.06448412698412699,0.08333333333333333,0.05555555555555555,0.19444444444444445,0.19444444444444445,0.1388888888888889,0.3333333333333333,0.0,0.0,0.25,0.0,0.25,0.5,9,1413,73,274,547,291,138,90,16,0,0,3,4,3,6,16,0,0.00282574568288854,0.0024440873175304674,0.0028983667597528985,0.002765573414092796,0.0030323871451794424,0.002869022869022869,0.002663667574286729,3.199712025917667e-05,0.0,0.0,1.5167678687894676e-05,4.1682297528239755e-05,6.237006237006238e-05,0.00017757783828578193,1.0,0.0,[0],0.15384615384615385,500049,36,4,0,7.99921607682447e-06,0.0,9,1413,16,16,0,0.00282574568288854,3.199712025917667e-05,1.0,0.0,[0]
