Simulation Time,In: Susceptible-0-4yrs,In: Susceptible-5-19yrs,In: Susceptible-20-49yrs,In: Susceptible-50-64yrs,In: Susceptible-65-74yrs,In: Susceptible-75+yrs,In: Vaccinated-0-4yrs,In: Vaccinated-5-19yrs,In: Vaccinated-20-49yrs,In: Vaccinated-50-64yrs,In: Vaccinated-65-74yrs,In: Vaccinated-75+yrs,In: Exposed-0-4yrs-Current,In: Exposed-0-4yrs-Novel,In: Exposed-5-19yrs-Current,In: Exposed-5-19yrs-Novel,In: Exposed-20-49yrs-Current,In: Exposed-20-49yrs-Novel,In: Exposed-50-64yrs-Current,In: Exposed-50-64yrs-Novel,In: Exposed-65-74yrs-Current,In: Exposed-65-74yrs-Novel,In: Exposed-75+yrs-Current,In: Exposed-75+yrs-Novel,In: Infectious-0-4yrs-Current,In: Infectious-0-4yrs-Novel,In: Infectious-5-19yrs-Current,In: Infectious-5-19yrs-Novel,In: Infectious-20-49yrs-Current,In: Infectious-20-49yrs-Novel,In: Infectious-50-64yrs-Current,In: Infectious-50-64yrs-Novel,In: Infectious-65-74yrs-Current,In: Infectious-65-74yrs-Novel,In: Infectious-75+yrs-Current,In: Infectious-75+yrs-Novel,In: Hospitalized-0-4yrs-Current,In: Hospitalized-0-4yrs-Novel,In: Hospitalized-5-19yrs-Current,In: Hospitalized-5-19yrs-Novel,In: Hospitalized-20-49yrs-Current,In: Hospitalized-20-49yrs-Novel,In: Hospitalized-50-64yrs-Current,In: Hospitalized-50-64yrs-Novel,In: Hospitalized-65-74yrs-Current,In: Hospitalized-65-74yrs-Novel,In: Hospitalized-75+yrs-Current,In: Hospitalized-75+yrs-Novel,In: Recovered-0-4yrs-Current,In: Recovered-0-4yrs-Novel,In: Recovered-5-19yrs-Current,In: Recovered-5-19yrs-Novel,In: Recovered-20-49yrs-Current,In: Recovered-20-49yrs-Novel,In: Recovered-50-64yrs-Current,In: Recovered-50-64yrs-Novel,In: Recovered-65-74yrs-Current,In: Recovered-65-74yrs-Novel,In: Recovered-75+yrs-Current,In: Recovered-75+yrs-Novel,Total to: Death-0-4yrs-Current,Total to: Death-0-4yrs-Novel,Total to: Death-5-19yrs-Current,Total to: Death-5-19yrs-Novel,Total to: Death-20-49yrs-Current,Total to: Death-20-49yrs-Novel,Total to: Death-50-64yrs-Current,Total to: Death-50-64yrs-Novel,Total to: Death-65-74yrs-Current,Total to: Death-65-74yrs-Novel,Total to: Death-75+yrs-Current,Total to: Death-75+yrs-Novel,Population size,Population-0-4yrs,Population-5-19yrs,Population-20-49yrs,Population-50-64yrs,Population-65-74yrs,Population-75+yrs,Cumulative death,Cumulative death-0-4yrs,Cumulative death-5-19yrs,Cumulative death-20-49yrs,Cumulative death-50-64yrs,Cumulative death-65-74yrs,Cumulative death-75+yrs,Cumulative vaccination,Cumulative vaccination-0-4yrs,Cumulative vaccination-5-19yrs,Cumulative vaccination-20-49yrs,Cumulative vaccination-50-64yrs,Cumulative vaccination-65-74yrs,Cumulative vaccination-75+yrs,Cumulative death rate,Cumulative death rate-0-4yrs,Cumulative death rate-5-19yrs,Cumulative death rate-20-49yrs,Cumulative death rate-50-64yrs,Cumulative death rate-65-74yrs,Cumulative death rate-75+yrs,Cumulative vaccination rate,Cumulative vaccination rate-0-4yrs,Cumulative vaccination rate-5-19yrs,Cumulative vaccination rate-20-49yrs,Cumulative vaccination rate-50-64yrs,Cumulative vaccination rate-65-74yrs,Cumulative vaccination rate-75+yrs,Cumulative death-0-4yrs (%),Cumulative death-5-19yrs (%),Cumulative death-20-49yrs (%),Cumulative death-50-64yrs (%),Cumulative death-65-74yrs (%),Cumulative death-75+yrs (%),Cumulative vaccination-0-4yrs (%),Cumulative vaccination-5-19yrs (%),Cumulative vaccination-20-49yrs (%),Cumulative vaccination-50-64yrs (%),Cumulative vaccination-65-74yrs (%),Cumulative vaccination-75+yrs (%),Simulation Period,Incidence,Incidence-0-4yrs,Incidence-5-19yrs,Incidence-20-49yrs,Incidence-50-64yrs,Incidence-65-74yrs,Incidence-75+yrs,New hospitalizations,Hospitalizations-0-4yrs,Hospitalizations-5-19yrs,Hospitalizations-20-49yrs,Hospitalizations-50-64yrs,Hospitalizations-65-74yrs,Hospitalizations-75+yrs,New hosp-Current,New hosp-Novel,Incidence rate,Incidence rate-0-4yrs,Incidence rate-5-19yrs,Incidence rate-20-49yrs,Incidence rate-50-64yrs,Incidence rate-65-74yrs,Incidence rate-75+yrs,Hospitalization rate,Hospitalization rate-0-4yrs,Hospitalization rate-5-19yrs,Hospitalization rate-20-49yrs,Hospitalization rate-50-64yrs,Hospitalization rate-65-74yrs,Hospitalization rate-75+yrs,% of new hospitalizations due to Current,% of new hospitalizations due to Novel,Incidence-0-4yrs (%),Incidence-5-19yrs (%),Incidence-20-49yrs (%),Incidence-50-64yrs (%),Incidence-65-74yrs (%),Incidence-75+yrs (%),Hospitalizations-0-4yrs (%),Hospitalizations-5-19yrs (%),Hospitalizations-20-49yrs (%),Hospitalizations-50-64yrs (%),Hospitalizations-65-74yrs (%),Hospitalizations-75+yrs (%),Interventions,Observation Time,Obs: Population size,Obs: Cumulative death,Obs: Cumulative vaccination,Obs: Cumulative death rate,Obs: Cumulative vaccination rate,Observation Period,Obs: Incidence,Obs: New hospitalizations,Obs: New hosp-Current,Obs: New hosp-Novel,Obs: Incidence rate,Obs: Hospitalization rate,Obs: % of new hospitalizations due to Current,Obs: % of new hospitalizations due to Novel,Obs: Interventions
0.0,29828,94319,197928,95810,48047,34068,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500002,29828,94320,197928,95811,48047,34068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],,,,,,,,,,,,,,,,[0]
0.019230769230769232,29828,94319,197927,95810,48047,34068,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500006,29828,94321,197930,95812,48047,34068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1,4,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,7.999968000127999e-06,0.0,1.0602205258693808e-05,5.052342265874459e-06,2.0874429867134253e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.25,0.25,0.5,0.0,0.0,,,,,,,[0],0.0,500006,0,0,,,1,4,0,0,0,,,,,[0]
0.038461538461538464,29826,94316,197922,95806,48045,34068,0,0,0,0,0,0,0,0,2,0,5,0,3,0,3,0,0,0,1,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500008,29828,94322,197930,95812,48048,34068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2,8,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1.599980800230397e-05,6.705109293281481e-05,3.180627855938762e-05,1.0104582428131157e-05,1.0437105999248528e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.25,0.375,0.25,0.125,0.0,0.0,,,,,,,[0],0.019230769230769232,500008,0,0,0.0,0.0,2,8,0,0,0,1.599980800230397e-05,0.0,,,[0]
0.057692307692307696,29825,94310,197912,95798,48041,34067,0,0,0,0,0,0,1,0,3,0,7,0,4,0,3,0,1,0,0,0,5,0,8,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,6,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500012,29828,94323,197933,95812,48048,34068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3,28,0,6,11,7,4,0,0,0,0,0,0,0,0,0,0,5.599910401433577e-05,0.0,6.36118826996883e-05,5.557520335472136e-05,7.30597419947397e-05,8.325008325008325e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.21428571428571427,0.39285714285714285,0.25,0.14285714285714285,0.0,,,,,,,[0],0.038461538461538464,500012,0,0,0.0,0.0,3,28,0,0,0,5.599910401433577e-05,0.0,,,[0]
0.07692307692307693,29820,94292,197884,95786,48034,34062,0,0,0,0,0,0,5,0,10,0,20,0,8,0,5,0,3,0,1,0,8,0,13,0,7,0,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,13,0,17,0,14,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,500017,29828,94323,197935,95815,48048,34068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,4,50,2,11,18,11,5,3,2,0,0,1,1,0,0,2,0,9.999760005759862e-05,6.705109293281481e-05,0.00011662054854065286,9.093986348916047e-05,0.00011480816599173382,0.00010406260406260406,8.805917576611483e-05,3.9999040023039446e-06,0.0,0.0,5.052214638286693e-06,1.0437105999248528e-05,0.0,0.0,1.0,0.0,0.04,0.22,0.36,0.22,0.1,0.06,0.0,0.0,0.5,0.5,0.0,0.0,[0],0.057692307692307696,500017,0,0,0.0,0.0,4,50,2,2,0,9.999760005759862e-05,3.9999040023039446e-06,1.0,0.0,[0]
0.09615384615384616,29813,94271,197834,95753,48021,34058,0,0,0,0,0,0,6,0,16,0,37,0,24,0,6,0,3,0,3,0,10,0,24,0,20,0,8,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,28,0,39,0,22,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,500024,29829,94325,197935,95819,48048,34068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,5,94,7,17,33,21,12,4,0,0,0,0,0,0,0,0,0,0.0001879936082173206,0.0002346788252648518,0.00018023175683555442,0.00016672139843888146,0.00021917236340865208,0.00024975024975024975,0.00011741223435481978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.07446808510638298,0.18085106382978725,0.35106382978723405,0.22340425531914893,0.1276595744680851,0.0425531914893617,,,,,,,[0],0.07692307692307693,500024,0,0,0.0,0.0,5,94,0,0,0,0.0001879936082173206,0.0,,,[0]
0.11538461538461539,29796,94226,197734,95716,47997,34037,0,0,0,0,0,0,17,0,34,0,75,0,34,0,16,0,14,0,2,0,23,0,37,0,24,0,6,0,8,0,0,0,0,0,2,0,1,0,0,0,1,0,14,0,42,0,88,0,45,0,29,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,500026,29829,94325,197936,95820,48048,34068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,6,150,6,27,64,29,14,10,4,0,0,1,1,1,1,4,0,0.00029998560069116685,0.0002011465352509303,0.00028624436787702095,0.00032333846969964886,0.0003026539621578184,0.0002913752913752914,0.00029353058588704945,7.999616018431116e-06,0.0,0.0,5.052163589057013e-06,1.0436343522683393e-05,2.0812520812520813e-05,2.9353058588704944e-05,1.0,0.0,0.04,0.18,0.4266666666666667,0.19333333333333333,0.09333333333333334,0.06666666666666667,0.0,0.0,0.25,0.25,0.25,0.25,[0],0.09615384615384616,500026,0,0,0.0,0.0,6,150,4,4,0,0.00029998560069116685,7.999616018431116e-06,1.0,0.0,[0]
0.13461538461538464,29780,94129,197546,95634,47958,34007,0,0,0,0,0,0,20,0,78,0,144,0,63,0,36,0,23,0,9,0,36,0,87,0,33,0,17,0,15,0,0,0,0,0,3,0,3,0,2,0,1,0,21,0,83,0,157,0,87,0,35,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,500029,29830,94326,197937,95820,48048,34068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,7,283,14,54,122,53,19,21,9,0,0,3,3,2,1,9,0,0.0005659705695303844,0.000469341915585504,0.0005724887357540419,0.0006163608439091424,0.0005531204341473596,0.00039543789543789544,0.0006164142303628038,1.799906404866947e-05,0.0,0.0,1.5156414194487107e-05,3.1308703819661866e-05,4.1625041625041625e-05,2.9353058588704944e-05,1.0,0.0,0.04946996466431095,0.19081272084805653,0.43109540636042404,0.1872791519434629,0.06713780918727916,0.07420494699646643,0.0,0.0,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.1111111111111111,[0],0.11538461538461539,500029,0,0,0.0,0.0,7,283,9,9,0,0.0005659705695303844,1.799906404866947e-05,1.0,0.0,[0]
0.15384615384615385,29727,93952,197208,95458,47868,33941,0,0,0,0,0,0,45,0,141,0,259,0,140,0,68,0,51,0,23,0,83,0,166,0,66,0,34,0,28,0,0,0,0,0,3,0,5,0,3,0,4,0,35,0,152,0,303,0,154,0,75,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,500036,29830,94328,197939,95823,48048,34068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,8,583,30,121,229,103,60,40,8,0,0,0,4,1,3,8,0,0.0011659323759221965,0.0010056989607777405,0.0012827852341878168,0.0011569337718567018,0.0010749321644750575,0.0012487512487512488,0.0011741223435481978,1.5999072053820877e-05,0.0,0.0,0.0,4.174493842621582e-05,2.0812520812520813e-05,8.805917576611483e-05,1.0,0.0,0.051457975986277875,0.20754716981132076,0.3927958833619211,0.17667238421955403,0.10291595197255575,0.0686106346483705,0.0,0.0,0.0,0.5,0.125,0.375,[0],0.13461538461538464,500036,0,0,0.0,0.0,8,583,8,8,0,0.0011659323759221965,1.5999072053820877e-05,1.0,0.0,[0]
0.1730769230769231,29619,93643,196504,95130,47681,33830,0,0,0,0,0,0,77,0,235,0,530,0,274,0,144,0,95,0,58,0,149,0,288,0,119,0,68,0,51,0,0,0,0,0,7,0,6,0,6,0,2,0,76,0,301,0,612,0,296,0,149,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,500041,29830,94328,197941,95825,48048,34069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,9,1122,79,217,445,200,112,69,17,0,0,7,5,4,1,17,0,0.0022438384436320583,0.0026483405967147166,0.0023004834195572894,0.002248167364693163,0.0020871815743610613,0.002331002331002331,0.0020253610426206412,3.399755217624331e-05,0.0,0.0,3.536443045584751e-05,5.217953935902654e-05,8.325008325008325e-05,2.9353058588704944e-05,1.0,0.0,0.07040998217468805,0.19340463458110516,0.3966131907308378,0.17825311942959002,0.09982174688057041,0.06149732620320856,0.0,0.0,0.4117647058823529,0.29411764705882354,0.23529411764705882,0.058823529411764705,[0],0.15384615384615385,500041,0,0,0.0,0.0,9,1122,17,17,0,0.0022438384436320583,3.399755217624331e-05,1.0,0.0,[0]
